Años_Experiencia,Edad,Nivel_Educativo,Industria,Departamento,Tasa_Rotación,Crecimiento_Empresa,Demanda_Actual_Talento,Demanda_Futura_Talento,Satisfaccion_Laboral,Genero,Salario_Anual
6.5,31.0,Universitario,Finanzas,Desarrollo,0.127,0.034,26,29,1,Femenino,54000
8.6,37.0,Técnico,Finanzas,Ventas,0.127,0.041,43,49,4,Otro,34000
1.7,47.0,Universitario,Tecnología,Operaciones,0.167,0.023,43,50,1,Otro,45000
4.0,19.0,Universitario,Finanzas,Operaciones,0.129,0.044,47,54,1,Femenino,51000
3.5,33.0,Postgrado,Salud,Desarrollo,0.227,0.067,40,50,2,Femenino,60000
6.4,24.0,Universitario,Educación,Finanzas,0.072,0.056,20,21,3,Otro,49000
2.9,22.0,Postgrado,Tecnología,Desarrollo,0.178,0.084,41,50,4,Masculino,62000
6.5,43.0,Técnico,Tecnología,Finanzas,0.077,0.068,33,36,3,Femenino,34000
7.7,39.0,Secundaria,Finanzas,Ventas,0.158,0.034,18,21,3,Otro,24000
6.4,39.0,Secundaria,Finanzas,Ventas,0.193,0.06,11,13,4,Masculino,29000
5.6,42.0,Postgrado,Tecnología,Recursos Humanos,0.083,0.016,45,49,4,Otro,74000
3.0,31.0,Postgrado,Finanzas,Finanzas,0.191,0.062,32,39,2,Femenino,63000
3.3,32.0,Universitario,Finanzas,Desarrollo,0.078,0.045,17,18,5,Masculino,58000
7.5,52.0,Universitario,Finanzas,Desarrollo,0.174,0.019,20,23,2,Masculino,56000
6.6,33.0,Secundaria,Finanzas,Desarrollo,0.151,0.038,25,29,4,Masculino,26000
4.9,41.0,Secundaria,Finanzas,Recursos Humanos,0.11,0.091,8,9,1,Femenino,27000
4.2,35.0,Secundaria,Manufactura,Operaciones,0.072,0.063,43,47,1,Femenino,24000
0.9,20.0,Postgrado,Manufactura,Desarrollo,0.197,0.091,39,48,3,Otro,63000
2.9,19.0,Técnico,Manufactura,Ventas,0.126,0.047,19,21,3,Otro,37000
8.8,30.0,Técnico,Tecnología,Desarrollo,0.067,0.098,30,33,5,Femenino,32000
2.4,43.0,Postgrado,Educación,Desarrollo,0.205,0.042,11,13,5,Otro,68000
5.4,41.0,Universitario,Tecnología,Desarrollo,0.097,0.078,22,24,5,Masculino,52000
7.0,42.0,Técnico,Manufactura,Operaciones,0.197,0.037,29,35,5,Femenino,34000
2.5,27.0,Universitario,Tecnología,Desarrollo,0.163,0.02,41,48,1,Femenino,56000
5.4,48.0,Secundaria,Educación,Operaciones,0.089,0.085,25,28,4,Otro,27000
6.9,27.0,Secundaria,Finanzas,Operaciones,0.065,0.079,12,13,5,Femenino,22000
5.0,37.0,Universitario,Salud,Recursos Humanos,0.169,0.084,24,29,2,Masculino,50000
10.7,35.0,Secundaria,Manufactura,Ventas,0.055,0.037,22,23,5,Femenino,24000
1.7,34.0,Postgrado,Manufactura,Desarrollo,0.063,0.073,23,25,1,Masculino,73000
7.1,46.0,Universitario,Educación,Desarrollo,0.19,0.03,7,8,3,Femenino,57000
4.7,29.0,Universitario,Finanzas,Desarrollo,0.158,0.011,42,48,2,Femenino,44000
6.5,24.0,Universitario,Finanzas,Operaciones,0.115,0.088,22,25,5,Femenino,51000
5.9,35.0,Técnico,Salud,Finanzas,0.158,0.057,31,36,1,Otro,36000
3.5,32.0,Universitario,Finanzas,Ventas,0.168,0.099,19,23,3,Otro,48000
5.5,62.0,Universitario,Educación,Desarrollo,0.163,0.045,25,29,5,Masculino,42000
1.3,40.0,Universitario,Finanzas,Finanzas,0.179,0.096,26,31,1,Otro,53000
6.2,32.0,Técnico,Educación,Finanzas,0.238,0.065,12,15,1,Femenino,37000
5.6,27.0,Secundaria,Manufactura,Finanzas,0.128,0.056,15,17,4,Otro,20000
6.3,20.0,Técnico,Manufactura,Ventas,0.11,0.037,47,53,1,Otro,33000
7.1,27.0,Postgrado,Manufactura,Finanzas,0.058,0.084,16,17,5,Masculino,77000
5.7,36.0,Universitario,Tecnología,Desarrollo,0.079,0.085,43,48,1,Femenino,42000
5.3,46.0,Postgrado,Manufactura,Desarrollo,0.071,0.048,31,33,2,Masculino,65000
3.2,44.0,Técnico,Educación,Recursos Humanos,0.117,0.075,39,45,1,Otro,33000
3.6,37.0,Secundaria,Salud,Operaciones,0.172,0.05,6,7,1,Femenino,20000
7.4,32.0,Secundaria,Finanzas,Finanzas,0.059,0.077,39,42,2,Masculino,24000
7.9,37.0,Universitario,Manufactura,Operaciones,0.196,0.099,35,43,5,Masculino,42000
4.5,31.0,Secundaria,Tecnología,Operaciones,0.129,0.034,12,13,3,Femenino,21000
5.1,49.0,Técnico,Tecnología,Operaciones,0.243,0.067,24,30,4,Masculino,33000
3.2,33.0,Técnico,Educación,Operaciones,0.164,0.044,12,14,3,Masculino,33000
7.3,34.0,Secundaria,Salud,Operaciones,0.204,0.059,8,9,5,Masculino,22000
6.3,18.0,Universitario,Manufactura,Desarrollo,0.222,0.089,35,44,5,Otro,55000
8.9,33.0,Universitario,Manufactura,Ventas,0.228,0.041,36,44,2,Masculino,46000
3.2,42.0,Técnico,Tecnología,Finanzas,0.154,0.017,17,19,3,Otro,38000
4.2,26.0,Secundaria,Educación,Finanzas,0.129,0.082,26,30,1,Masculino,26000
5.5,29.0,Técnico,Tecnología,Desarrollo,0.162,0.06,30,35,2,Masculino,31000
6.3,41.0,Técnico,Tecnología,Desarrollo,0.13,0.05,21,24,2,Masculino,32000
4.6,23.0,Postgrado,Salud,Operaciones,0.098,0.026,33,36,4,Masculino,60000
3.3,43.0,Técnico,Educación,Ventas,0.115,0.018,31,34,2,Femenino,37000
6.8,31.0,Universitario,Salud,Finanzas,0.097,0.035,26,28,3,Otro,45000
6.4,32.0,Secundaria,Educación,Recursos Humanos,0.104,0.075,22,25,5,Femenino,24000
3.2,26.0,Secundaria,Manufactura,Desarrollo,0.069,0.047,9,9,4,Femenino,29000
7.7,38.0,Postgrado,Finanzas,Recursos Humanos,0.135,0.061,16,18,1,Femenino,64000
7.3,55.0,Postgrado,Finanzas,Finanzas,0.097,0.017,6,6,3,Femenino,72000
5.3,41.0,Universitario,Educación,Desarrollo,0.14,0.021,46,52,1,Masculino,47000
5.2,28.0,Postgrado,Finanzas,Finanzas,0.208,0.011,11,13,2,Masculino,72000
6.1,44.0,Técnico,Tecnología,Desarrollo,0.14,0.071,30,35,3,Femenino,32000
3.3,32.0,Técnico,Manufactura,Finanzas,0.241,0.034,43,54,4,Femenino,38000
5.1,46.0,Universitario,Manufactura,Recursos Humanos,0.08,0.097,19,21,4,Otro,42000
0.7,41.0,Secundaria,Finanzas,Ventas,0.22,0.038,37,45,1,Femenino,29000
6.8,18.0,Universitario,Educación,Desarrollo,0.1,0.043,7,7,5,Masculino,53000
1.9,27.0,Postgrado,Tecnología,Recursos Humanos,0.237,0.052,46,58,4,Otro,66000
8.0,43.0,Secundaria,Educación,Finanzas,0.095,0.039,6,6,1,Femenino,28000
4.3,36.0,Secundaria,Finanzas,Recursos Humanos,0.199,0.084,21,26,5,Otro,28000
4.6,27.0,Secundaria,Manufactura,Desarrollo,0.062,0.089,5,5,3,Femenino,20000
3.7,30.0,Postgrado,Manufactura,Recursos Humanos,0.176,0.011,40,47,4,Otro,60000
4.4,20.0,Técnico,Educación,Finanzas,0.094,0.069,47,53,4,Otro,32000
7.8,34.0,Técnico,Salud,Operaciones,0.184,0.072,21,25,1,Masculino,36000
0.0,53.0,Postgrado,Educación,Ventas,0.177,0.097,6,7,4,Otro,62000
7.6,41.0,Postgrado,Salud,Ventas,0.235,0.043,37,46,1,Femenino,62000
5.7,53.0,Universitario,Educación,Operaciones,0.175,0.028,33,39,4,Otro,43000
2.6,42.0,Universitario,Salud,Desarrollo,0.132,0.057,10,11,1,Femenino,56000
2.8,43.0,Técnico,Salud,Recursos Humanos,0.089,0.05,47,52,4,Femenino,33000
8.4,51.0,Postgrado,Salud,Recursos Humanos,0.181,0.081,40,48,3,Masculino,63000
3.1,38.0,Universitario,Salud,Operaciones,0.073,0.091,28,31,3,Otro,52000
2.7,34.0,Postgrado,Tecnología,Operaciones,0.216,0.018,15,18,1,Masculino,66000
7.3,43.0,Postgrado,Salud,Finanzas,0.099,0.086,9,10,3,Femenino,63000
5.7,47.0,Técnico,Salud,Finanzas,0.155,0.092,34,40,1,Otro,37000
3.1,31.0,Técnico,Manufactura,Ventas,0.169,0.093,14,17,1,Otro,32000
5.4,29.0,Postgrado,Tecnología,Desarrollo,0.122,0.079,41,47,2,Femenino,66000
2.9,36.0,Secundaria,Salud,Desarrollo,0.183,0.077,31,37,3,Masculino,28000
7.2,42.0,Secundaria,Finanzas,Operaciones,0.1,0.011,31,34,2,Masculino,25000
7.1,41.0,Postgrado,Tecnología,Ventas,0.057,0.093,28,30,2,Otro,63000
6.1,24.0,Técnico,Manufactura,Ventas,0.242,0.042,7,8,4,Masculino,33000
5.7,50.0,Secundaria,Educación,Finanzas,0.114,0.014,42,47,1,Otro,20000
8.5,30.0,Técnico,Manufactura,Recursos Humanos,0.193,0.047,30,36,5,Masculino,35000
5.0,33.0,Secundaria,Manufactura,Desarrollo,0.152,0.076,49,58,2,Femenino,22000
2.6,28.0,Postgrado,Tecnología,Ventas,0.184,0.05,43,51,4,Femenino,62000
5.9,57.0,Universitario,Tecnología,Finanzas,0.072,0.078,22,24,3,Femenino,40000
9.2,37.0,Universitario,Finanzas,Finanzas,0.154,0.056,7,8,5,Otro,46000
3.0,28.0,Técnico,Finanzas,Finanzas,0.128,0.037,42,48,1,Otro,38000
4.3,42.0,Técnico,Tecnología,Recursos Humanos,0.14,0.028,46,53,4,Femenino,32000
5.8,41.0,Secundaria,Tecnología,Ventas,0.243,0.048,29,36,5,Femenino,26000
4.9,33.0,Postgrado,Tecnología,Operaciones,0.077,0.013,17,18,1,Masculino,74000
3.0,42.0,Secundaria,Educación,Operaciones,0.201,0.048,29,35,1,Femenino,22000
7.2,28.0,Postgrado,Manufactura,Finanzas,0.116,0.016,28,31,5,Femenino,70000
9.6,31.0,Postgrado,Finanzas,Finanzas,0.108,0.089,45,51,4,Femenino,77000
5.4,19.0,Técnico,Finanzas,Recursos Humanos,0.104,0.062,20,22,5,Otro,32000
3.2,24.0,Universitario,Salud,Finanzas,0.12,0.068,47,54,2,Otro,59000
1.9,49.0,Universitario,Educación,Ventas,0.121,0.036,45,51,1,Femenino,46000
5.5,48.0,Técnico,Tecnología,Finanzas,0.104,0.03,46,51,3,Masculino,38000
7.2,36.0,Universitario,Tecnología,Finanzas,0.183,0.074,15,18,5,Masculino,56000
6.0,48.0,Técnico,Educación,Ventas,0.06,0.07,25,27,5,Femenino,38000
5.0,34.0,Secundaria,Finanzas,Desarrollo,0.116,0.021,35,39,1,Otro,29000
3.8,33.0,Postgrado,Tecnología,Operaciones,0.106,0.031,19,21,1,Femenino,72000
2.8,35.0,Universitario,Salud,Finanzas,0.2,0.095,49,61,5,Masculino,44000
6.7,34.0,Universitario,Finanzas,Ventas,0.079,0.037,40,43,3,Otro,53000
6.8,33.0,Secundaria,Manufactura,Operaciones,0.238,0.012,47,58,1,Otro,23000
1.9,44.0,Secundaria,Educación,Recursos Humanos,0.084,0.016,5,5,1,Otro,25000
8.2,36.0,Universitario,Finanzas,Desarrollo,0.124,0.08,32,37,2,Femenino,49000
6.1,41.0,Universitario,Manufactura,Finanzas,0.09,0.078,37,41,4,Femenino,44000
7.8,43.0,Técnico,Salud,Desarrollo,0.107,0.044,7,7,2,Femenino,34000
2.3,38.0,Técnico,Educación,Finanzas,0.202,0.024,19,23,3,Masculino,34000
2.3,27.0,Universitario,Tecnología,Finanzas,0.145,0.055,37,43,4,Otro,54000
4.7,24.0,Técnico,Tecnología,Finanzas,0.083,0.04,36,39,5,Otro,37000
6.0,36.0,Secundaria,Manufactura,Desarrollo,0.059,0.044,27,29,3,Masculino,29000
8.6,34.0,Postgrado,Finanzas,Recursos Humanos,0.096,0.033,30,33,3,Masculino,67000
6.4,36.0,Técnico,Salud,Ventas,0.239,0.016,21,26,2,Otro,39000
4.5,35.0,Postgrado,Manufactura,Ventas,0.219,0.081,13,16,4,Otro,63000
2.9,56.0,Técnico,Salud,Recursos Humanos,0.138,0.066,9,10,3,Masculino,38000
7.5,24.0,Universitario,Salud,Recursos Humanos,0.146,0.085,33,39,4,Femenino,45000
3.1,19.0,Técnico,Salud,Finanzas,0.23,0.055,10,12,5,Femenino,31000
8.3,38.0,Postgrado,Educación,Finanzas,0.168,0.099,45,54,4,Femenino,68000
4.4,32.0,Postgrado,Manufactura,Ventas,0.226,0.097,39,49,2,Masculino,65000
8.2,38.0,Universitario,Educación,Finanzas,0.148,0.034,25,29,2,Otro,46000
6.4,40.0,Postgrado,Finanzas,Finanzas,0.09,0.045,49,54,3,Masculino,71000
4.7,45.0,Universitario,Finanzas,Recursos Humanos,0.195,0.078,49,60,4,Femenino,43000
4.0,23.0,Universitario,Tecnología,Desarrollo,0.155,0.08,27,32,2,Femenino,50000
4.3,31.0,Postgrado,Tecnología,Operaciones,0.184,0.092,39,47,1,Femenino,62000
5.9,38.0,Secundaria,Tecnología,Operaciones,0.081,0.069,6,6,2,Masculino,26000
5.2,41.0,Postgrado,Finanzas,Finanzas,0.18,0.053,46,55,5,Masculino,61000
3.8,53.0,Postgrado,Salud,Finanzas,0.126,0.044,13,14,1,Femenino,69000
4.7,43.0,Técnico,Salud,Operaciones,0.116,0.048,17,19,4,Femenino,32000
5.2,35.0,Postgrado,Manufactura,Recursos Humanos,0.184,0.087,47,57,3,Otro,76000
0.7,28.0,Técnico,Finanzas,Operaciones,0.168,0.098,38,46,1,Masculino,30000
5.9,30.0,Técnico,Tecnología,Operaciones,0.18,0.015,20,23,2,Otro,31000
3.0,30.0,Postgrado,Finanzas,Operaciones,0.243,0.062,9,11,3,Femenino,72000
2.7,40.0,Universitario,Salud,Finanzas,0.19,0.057,5,6,3,Femenino,53000
1.6,37.0,Secundaria,Salud,Finanzas,0.178,0.044,44,52,3,Femenino,20000
1.4,24.0,Postgrado,Educación,Operaciones,0.173,0.087,26,31,3,Otro,61000
2.3,32.0,Postgrado,Educación,Finanzas,0.13,0.062,30,34,4,Masculino,76000
3.6,42.0,Universitario,Manufactura,Operaciones,0.218,0.038,38,47,4,Masculino,58000
8.9,38.0,Técnico,Finanzas,Recursos Humanos,0.126,0.05,25,28,4,Otro,38000
3.9,40.0,Universitario,Educación,Finanzas,0.19,0.042,11,13,2,Masculino,48000
5.4,38.0,Universitario,Educación,Desarrollo,0.109,0.049,29,32,4,Otro,51000
5.8,48.0,Técnico,Finanzas,Finanzas,0.08,0.016,16,17,3,Otro,33000
5.3,37.0,Postgrado,Salud,Recursos Humanos,0.076,0.02,35,38,1,Masculino,70000
4.8,32.0,Universitario,Manufactura,Recursos Humanos,0.177,0.066,31,37,1,Masculino,59000
2.6,28.0,Universitario,Manufactura,Finanzas,0.116,0.072,26,29,1,Otro,43000
7.9,37.0,Postgrado,Manufactura,Ventas,0.105,0.067,38,43,1,Masculino,61000
8.6,18.0,Postgrado,Educación,Operaciones,0.168,0.079,21,25,1,Masculino,69000
1.6,34.0,Secundaria,Salud,Operaciones,0.055,0.095,15,16,5,Otro,28000
3.0,33.0,Universitario,Manufactura,Recursos Humanos,0.099,0.087,33,37,1,Femenino,56000
4.4,24.0,Secundaria,Finanzas,Finanzas,0.118,0.048,38,43,1,Otro,23000
3.1,28.0,Técnico,Manufactura,Ventas,0.192,0.03,41,49,1,Masculino,38000
6.0,41.0,Postgrado,Tecnología,Desarrollo,0.159,0.038,30,35,2,Femenino,73000
3.5,37.0,Postgrado,Salud,Operaciones,0.221,0.063,49,61,5,Masculino,63000
9.3,36.0,Secundaria,Tecnología,Ventas,0.117,0.087,49,56,1,Otro,21000
7.4,37.0,Universitario,Salud,Operaciones,0.109,0.073,49,56,4,Otro,57000
5.4,36.0,Técnico,Finanzas,Finanzas,0.057,0.059,36,39,2,Otro,39000
7.1,45.0,Universitario,Educación,Operaciones,0.24,0.064,41,52,5,Femenino,53000
7.2,36.0,Universitario,Educación,Desarrollo,0.15,0.058,9,10,4,Masculino,48000
3.9,23.0,Secundaria,Salud,Finanzas,0.151,0.097,24,28,4,Femenino,23000
3.4,48.0,Universitario,Manufactura,Recursos Humanos,0.235,0.083,11,14,2,Otro,40000
5.2,38.0,Secundaria,Tecnología,Ventas,0.108,0.08,47,53,4,Masculino,20000
6.7,30.0,Postgrado,Finanzas,Operaciones,0.116,0.057,27,30,3,Otro,76000
5.3,25.0,Postgrado,Manufactura,Finanzas,0.181,0.04,5,6,2,Masculino,67000
1.8,38.0,Postgrado,Educación,Finanzas,0.207,0.012,43,52,2,Femenino,76000
3.4,34.0,Técnico,Manufactura,Operaciones,0.19,0.014,7,8,3,Femenino,34000
4.9,48.0,Técnico,Tecnología,Recursos Humanos,0.208,0.013,49,59,2,Femenino,38000
4.8,32.0,Universitario,Educación,Operaciones,0.165,0.098,7,8,4,Femenino,59000
8.9,28.0,Secundaria,Salud,Recursos Humanos,0.223,0.02,10,12,4,Masculino,28000
2.2,42.0,Universitario,Finanzas,Operaciones,0.16,0.023,35,40,4,Masculino,52000
6.0,42.0,Postgrado,Finanzas,Finanzas,0.096,0.054,31,34,3,Femenino,72000
8.0,36.0,Universitario,Educación,Desarrollo,0.158,0.053,33,39,4,Femenino,54000
9.5,40.0,Universitario,Salud,Desarrollo,0.193,0.093,19,23,3,Masculino,57000
4.2,35.0,Universitario,Tecnología,Finanzas,0.181,0.017,40,47,3,Otro,52000
6.0,37.0,Postgrado,Finanzas,Desarrollo,0.099,0.096,9,10,3,Femenino,67000
6.1,44.0,Secundaria,Educación,Recursos Humanos,0.058,0.029,7,7,2,Masculino,26000
5.4,40.0,Universitario,Finanzas,Finanzas,0.1,0.097,29,33,5,Femenino,58000
4.8,34.0,Postgrado,Salud,Recursos Humanos,0.247,0.059,36,45,3,Masculino,69000
5.9,46.0,Técnico,Tecnología,Finanzas,0.087,0.069,25,28,4,Femenino,31000
0.0,18.0,Secundaria,Salud,Recursos Humanos,0.143,0.038,21,24,3,Femenino,29000
6.4,51.0,Postgrado,Manufactura,Recursos Humanos,0.178,0.065,13,15,1,Otro,76000
5.3,21.0,Universitario,Salud,Desarrollo,0.226,0.074,30,37,2,Otro,52000
4.6,30.0,Postgrado,Salud,Finanzas,0.202,0.011,26,31,4,Otro,60000
9.1,35.0,Secundaria,Finanzas,Operaciones,0.232,0.013,45,55,2,Otro,26000
3.7,34.0,Universitario,Salud,Desarrollo,0.171,0.099,27,32,2,Femenino,54000
4.2,43.0,Técnico,Educación,Recursos Humanos,0.223,0.051,15,18,1,Femenino,30000
9.0,27.0,Técnico,Finanzas,Recursos Humanos,0.103,0.094,14,16,3,Otro,39000
3.3,37.0,Técnico,Finanzas,Operaciones,0.136,0.076,27,31,4,Otro,33000
3.9,30.0,Postgrado,Manufactura,Operaciones,0.219,0.044,9,11,5,Femenino,74000
4.7,37.0,Secundaria,Educación,Recursos Humanos,0.115,0.024,30,33,2,Masculino,21000
6.7,34.0,Técnico,Salud,Operaciones,0.224,0.098,8,10,5,Otro,37000
5.4,36.0,Universitario,Manufactura,Ventas,0.123,0.063,47,54,5,Masculino,48000
2.4,31.0,Universitario,Educación,Desarrollo,0.123,0.027,31,35,3,Femenino,58000
3.9,31.0,Universitario,Manufactura,Finanzas,0.112,0.071,42,48,5,Masculino,58000
3.8,37.0,Postgrado,Tecnología,Operaciones,0.159,0.018,38,44,4,Otro,68000
4.8,43.0,Secundaria,Salud,Operaciones,0.076,0.088,7,7,3,Otro,26000
5.9,30.0,Secundaria,Manufactura,Ventas,0.057,0.018,36,38,5,Otro,26000
5.8,28.0,Técnico,Tecnología,Finanzas,0.229,0.031,30,37,3,Otro,31000
1.4,40.0,Secundaria,Salud,Ventas,0.236,0.018,22,27,4,Otro,20000
7.1,35.0,Universitario,Manufactura,Finanzas,0.065,0.019,11,11,2,Femenino,41000
5.5,42.0,Universitario,Manufactura,Desarrollo,0.16,0.057,49,58,1,Masculino,51000
7.8,28.0,Postgrado,Manufactura,Operaciones,0.158,0.072,17,20,3,Femenino,74000
5.9,21.0,Universitario,Manufactura,Desarrollo,0.124,0.081,10,11,1,Femenino,47000
7.2,31.0,Secundaria,Finanzas,Finanzas,0.164,0.073,39,46,2,Femenino,27000
5.9,29.0,Universitario,Manufactura,Operaciones,0.142,0.043,35,40,4,Masculino,57000
7.7,34.0,Técnico,Finanzas,Ventas,0.148,0.06,46,54,2,Masculino,38000
6.0,30.0,Postgrado,Finanzas,Recursos Humanos,0.201,0.093,41,51,1,Femenino,69000
4.8,41.0,Postgrado,Tecnología,Ventas,0.155,0.045,47,55,4,Masculino,63000
9.5,33.0,Secundaria,Salud,Recursos Humanos,0.115,0.033,8,9,5,Femenino,24000
6.8,36.0,Universitario,Finanzas,Ventas,0.166,0.057,46,54,5,Femenino,56000
6.1,36.0,Universitario,Educación,Finanzas,0.178,0.037,8,9,3,Otro,48000
2.4,37.0,Secundaria,Finanzas,Desarrollo,0.182,0.034,49,58,5,Masculino,29000
2.4,35.0,Secundaria,Educación,Recursos Humanos,0.174,0.08,12,14,1,Otro,20000
5.6,39.0,Técnico,Tecnología,Finanzas,0.183,0.09,42,51,5,Femenino,36000
5.3,29.0,Secundaria,Educación,Desarrollo,0.112,0.055,15,17,3,Femenino,28000
3.8,46.0,Universitario,Tecnología,Desarrollo,0.139,0.08,6,7,4,Femenino,42000
5.3,33.0,Técnico,Tecnología,Operaciones,0.184,0.027,22,26,5,Otro,31000
8.2,25.0,Postgrado,Tecnología,Operaciones,0.201,0.059,22,27,3,Otro,73000
6.4,37.0,Universitario,Educación,Operaciones,0.137,0.067,26,30,5,Femenino,49000
2.7,28.0,Postgrado,Educación,Recursos Humanos,0.123,0.054,16,18,5,Otro,79000
4.8,40.0,Postgrado,Tecnología,Recursos Humanos,0.193,0.021,21,25,1,Femenino,76000
3.4,53.0,Postgrado,Tecnología,Desarrollo,0.094,0.076,21,23,3,Femenino,67000
4.2,29.0,Universitario,Salud,Recursos Humanos,0.052,0.086,40,43,3,Otro,54000
4.2,38.0,Postgrado,Tecnología,Desarrollo,0.144,0.067,33,38,2,Masculino,65000
4.0,21.0,Universitario,Manufactura,Finanzas,0.085,0.025,20,21,2,Femenino,59000
2.5,39.0,Postgrado,Salud,Ventas,0.126,0.017,45,51,3,Femenino,61000
4.7,28.0,Secundaria,Salud,Desarrollo,0.108,0.037,15,16,1,Otro,25000
3.9,30.0,Secundaria,Salud,Desarrollo,0.205,0.013,48,58,5,Otro,21000
0.0,26.0,Universitario,Manufactura,Finanzas,0.116,0.086,47,54,4,Otro,53000
9.1,41.0,Postgrado,Salud,Operaciones,0.178,0.073,49,59,5,Femenino,79000
7.2,43.0,Postgrado,Salud,Operaciones,0.185,0.061,26,31,4,Masculino,60000
4.2,35.0,Postgrado,Educación,Operaciones,0.141,0.09,34,40,1,Masculino,68000
5.0,28.0,Secundaria,Educación,Desarrollo,0.066,0.02,12,12,2,Masculino,20000
2.7,48.0,Postgrado,Tecnología,Desarrollo,0.19,0.074,22,26,3,Femenino,73000
8.4,29.0,Postgrado,Tecnología,Recursos Humanos,0.065,0.023,20,21,1,Otro,69000
8.8,18.0,Universitario,Finanzas,Recursos Humanos,0.07,0.015,24,25,4,Masculino,52000
5.3,39.0,Postgrado,Manufactura,Ventas,0.089,0.022,43,47,3,Masculino,72000
7.0,26.0,Secundaria,Educación,Ventas,0.106,0.096,12,13,4,Masculino,29000
5.4,43.0,Postgrado,Tecnología,Recursos Humanos,0.219,0.05,34,42,5,Femenino,78000
2.3,32.0,Secundaria,Manufactura,Desarrollo,0.185,0.014,42,50,5,Otro,27000
4.2,40.0,Secundaria,Salud,Finanzas,0.127,0.063,33,38,5,Otro,26000
5.3,46.0,Técnico,Manufactura,Recursos Humanos,0.246,0.028,17,21,3,Otro,38000
4.1,25.0,Secundaria,Educación,Desarrollo,0.099,0.011,21,23,2,Otro,20000
4.6,30.0,Técnico,Finanzas,Recursos Humanos,0.172,0.078,44,53,2,Masculino,37000
4.8,34.0,Técnico,Educación,Operaciones,0.219,0.024,47,57,4,Otro,33000
4.8,47.0,Postgrado,Tecnología,Recursos Humanos,0.21,0.095,21,26,2,Masculino,66000
5.1,30.0,Técnico,Tecnología,Operaciones,0.068,0.063,13,14,2,Femenino,36000
2.9,30.0,Universitario,Manufactura,Desarrollo,0.189,0.018,6,7,4,Femenino,59000
3.6,39.0,Secundaria,Educación,Operaciones,0.102,0.03,46,51,4,Femenino,27000
2.4,30.0,Universitario,Tecnología,Recursos Humanos,0.121,0.065,28,32,4,Otro,56000
7.0,36.0,Técnico,Salud,Operaciones,0.148,0.04,25,29,3,Otro,34000
0.8,23.0,Postgrado,Salud,Finanzas,0.208,0.058,6,7,4,Masculino,79000
7.3,53.0,Secundaria,Finanzas,Operaciones,0.083,0.082,9,10,3,Otro,23000
7.8,24.0,Universitario,Manufactura,Operaciones,0.072,0.081,21,23,3,Femenino,58000
4.4,32.0,Postgrado,Tecnología,Ventas,0.081,0.073,28,31,3,Otro,60000
0.0,35.0,Técnico,Finanzas,Finanzas,0.094,0.09,12,13,4,Masculino,34000
4.3,50.0,Postgrado,Salud,Desarrollo,0.062,0.028,34,36,2,Femenino,69000
4.9,24.0,Universitario,Finanzas,Operaciones,0.235,0.026,26,32,2,Femenino,45000
3.0,51.0,Postgrado,Finanzas,Finanzas,0.114,0.082,28,32,4,Masculino,71000
4.0,41.0,Universitario,Tecnología,Desarrollo,0.085,0.039,30,33,2,Femenino,56000
8.1,38.0,Postgrado,Tecnología,Finanzas,0.178,0.056,12,14,4,Masculino,64000
6.3,27.0,Secundaria,Tecnología,Ventas,0.207,0.077,16,19,3,Masculino,25000
3.2,40.0,Postgrado,Manufactura,Desarrollo,0.201,0.046,18,22,5,Otro,68000
1.8,29.0,Secundaria,Finanzas,Desarrollo,0.194,0.022,34,40,1,Femenino,28000
4.3,45.0,Universitario,Finanzas,Operaciones,0.06,0.071,39,42,4,Otro,44000
4.6,27.0,Secundaria,Manufactura,Recursos Humanos,0.206,0.084,35,43,3,Otro,22000
6.0,34.0,Postgrado,Salud,Desarrollo,0.15,0.011,32,36,5,Masculino,70000
3.9,31.0,Secundaria,Educación,Desarrollo,0.18,0.061,31,37,3,Masculino,24000
6.0,27.0,Universitario,Salud,Ventas,0.241,0.052,40,50,1,Otro,47000
8.9,41.0,Postgrado,Manufactura,Ventas,0.212,0.033,5,6,2,Masculino,76000
6.6,39.0,Secundaria,Finanzas,Ventas,0.215,0.024,45,55,2,Femenino,27000
4.9,45.0,Secundaria,Finanzas,Operaciones,0.086,0.027,18,19,3,Femenino,21000
4.6,21.0,Técnico,Tecnología,Desarrollo,0.145,0.075,14,16,1,Otro,36000
4.3,44.0,Secundaria,Tecnología,Ventas,0.24,0.058,46,58,3,Femenino,21000
7.4,55.0,Técnico,Finanzas,Ventas,0.167,0.098,11,13,2,Otro,32000
3.7,31.0,Universitario,Finanzas,Finanzas,0.071,0.032,44,47,3,Femenino,49000
5.1,50.0,Técnico,Tecnología,Finanzas,0.196,0.096,18,22,5,Masculino,36000
5.1,33.0,Universitario,Tecnología,Ventas,0.059,0.056,40,43,1,Femenino,48000
4.0,24.0,Secundaria,Salud,Operaciones,0.198,0.023,31,37,2,Masculino,24000
2.3,33.0,Secundaria,Finanzas,Recursos Humanos,0.226,0.023,15,18,3,Otro,20000
5.6,43.0,Técnico,Finanzas,Finanzas,0.135,0.065,46,53,1,Femenino,32000
4.9,28.0,Universitario,Manufactura,Finanzas,0.133,0.085,41,48,3,Masculino,51000
6.0,30.0,Secundaria,Salud,Desarrollo,0.111,0.077,46,52,2,Masculino,22000
